,review,playtime_at_review,num_games_owned,voted_up,review_length,processed_review
374,"As evil as you want to be, as good as you want to be, as homoerotic as you want to be, as puritanical and straight as an arrow as you want to be. Everyone can do everything, in the context of the game path and dialogue and character choices. Which is exactly how developers should consider doing things in these kinds of story and dialogue rich games.",32.36666666666667,0,1,67,evil want good want homoerotic want puritanical straight arrow want everyone everything context game path dialogue character choice exactly developer consider thing kind story dialogue rich game
375,"Honest review: Game goes down hill after Act 1.
Finished two runs of the game so far, but it feels like the quality of the characters and writing falls flat in act 3. Act 2 is already a lot less substantial than Act 1 was, but 3 just feels unfinished.

The character design and writing feels like the strongest and most interesting part of the game, with combat also being very dynamic and well put together. With this, Act 1 was full of interesting dialogue and choices for even minor interactions with non-essential characters. Act 2 has some awesome high points and some incredible moments. Act 3 has neither of these strengths and I felt almost badgered by a few specific NPCs.

Heavy Act 3 spoiler, do not click this if you haven't finished the game, you have been warned:
[spoiler]I'm also upset at how the game just railroads all character choice part way through act 3. Regardless of your decisions, who you choose for allies, or what outcome you as a player were aiming for it all comes down to two decisions. A lot of the massive previous decisions and NPCs just force you to pick between these choices. 

For example, regardless of your choices with Orpheus, The Emperor, The Grove or the Absolute, Kagha, Raphael etc you are going to be railroaded into dealing with Gortash in one of two ways. Watching all paths converge for no narrative reason felt like every decision made up until that point was futile and all of the meaningful choices I thought I was making became irrelevant. [/spoiler]

There are a lot of good parts of the game and a tremendous amount of detail put into small and often overlooked parts of the game, but I still think the aspect of the game that carries it the most is the story and the writing. For that to fall apart in Act 3 has left me with mixed feelings about the game overall.

Act 1 is a 9.5 / 10.
Act 2 is a 9 / 10.
Act 3 is 6.5 / 10.

Hopefully either more content updates or DLC will expand upon Act 3, but ultimately the game still feels like it was released 3 to 6 months too soon.

Also, I've avoided mentioning the plethora of bugged quests or interactions that are most prevalent in Act 3. There were 2 broken interactions we encountered in Act 1/2, but in Act 3 we had countless. Even as far as a quest that ""completed"" after we accepted it, giving us the reward and completing it in the journal but the quest giver continued to give us dialogue as if we only just accepted the quest and the actionable objectives were removed from our world.

Bugs both can and are being fixed. In a game this size, I think it's reasonable to assume there would be bugs. Poor narrative and writing in Act 3 is substantially more time consuming issue and I'm not sure it will improve anytime soon.

Overall, the game is a 8.5/10. It gives the same vibes as a great TV series that runs out of gas in season 5 or 6.",88.26666666666667,436,1,531,honest review game go hill act finished two run game far feel like quality character writing fall flat act act already lot le substantial act feel unfinished character design writing feel like strongest interesting part game combat also dynamic well put together act full interesting dialogue choice even minor interaction non essential character act awesome high point incredible moment act neither strength felt almost badgered specific npc heavy act spoiler click finished game warned spoiler also upset game railroad character choice part way act regardless decision choose ally outcome player aiming come two decision lot massive previous decision npc force pick choice example regardless choice orpheus emperor grove absolute kagha raphael etc going railroaded dealing gortash one two way watching path converge narrative reason felt like every decision made point futile meaningful choice thought making became irrelevant spoiler lot good part game tremendous amount detail put small often overlooked part game still think aspect game carry story writing fall apart act left mixed feeling game overall act act act hopefully either content update dlc expand upon act ultimately game still feel like released month soon also avoided mentioning plethora bugged quest interaction prevalent act broken interaction encountered act act countless even far quest completed accepted giving u reward completing journal quest giver continued give u dialogue accepted quest actionable objective removed world bug fixed game size think reasonable assume would bug poor narrative writing act substantially time consuming issue sure improve anytime soon overall game give vibe great tv series run gas season
376,"If you liked Divinity Original Sin 2 this is a must buy,  the DND 5E rule implementation is perfect, it is a polished style version of game though I get some bug crashes with Vulkan such as UI disappearing and 1 crash, but only 1 crash in 23 hours so far.  More Stable on DX11 though looks better on Vulkan.",23.766666666666666,266,1,60,liked divinity original sin must buy dnd rule implementation perfect polished style version game though get bug crash vulkan ui disappearing crash crash hour far stable dx though look better vulkan
377,I'm supremely overwhelmed. How does this game even exist?,58.416666666666664,474,1,9,supremely overwhelmed game even exist
378,👍,7.416666666666667,0,1,1,
379,"Apenas uma obra de arte sem igual em 2023, nada chega perto, tenho vergonha de ter jogado outras coisas após ter testemunhado a grandeza de Baldur's Gate 3, que venha o GOTY e desçam as lagrimas dos nintendistas fétidos!",202.41666666666666,1004,1,39,apenas uma obra de arte sem igual em nada chega perto tenho vergonha de ter jogado outras coisas ap ter testemunhado grandeza de baldur gate que venha goty de lagrimas do nintendistas tidos
380,i like kiss woman,5.083333333333333,467,1,4,like kiss woman
381,"Another Larian Masterpiece.

No microtransactions, no battlepass, no pay to win, no content locked behind paywalls.

Just an outstanding game with tons of replayabilty, this is the type of development we should be rewarding with our wallets.",31.066666666666666,297,1,37,another larian masterpiece microtransactions battlepass pay win content locked behind paywalls outstanding game ton replayabilty type development rewarding wallet
382,"     AAA devs are upset because this game is ""Too"" Good. Finally a game thats not a Battle Royale or Drip fed system set up like Overwatch 2 &  Destiny 2. This is not just a game, its the Devs passion & it shows.",18.433333333333334,0,1,43,aaa devs upset game good finally game thats battle royale drip fed system set like overwatch destiny game devs passion show
383,The new GOLD STANDARD of rpg's,20.7,266,1,6,new gold standard rpg
384,It was everything I imagined. [b] And then more. [/b],95.38333333333334,0,1,10,everything imagined
385,"This game deserves all the praise and flowers that it gets. I have 90+ hours in it and there are still so many things that I have not discovered. The story, combat and characters are beautifully written and I would definitely buy this game at full price again.

Thank you Larian Studios for this masterpiece. This is what a true AAA game should look like.",94.76666666666667,0,1,65,game deserves praise flower get hour still many thing discovered story combat character beautifully written would definitely buy game full price thank larian studio masterpiece true aaa game look like
386,"This game is beyond words I can think of expressing good. I just feel in love and can't get enough of playing it!
I remember before the game launched I had just watched the d&d movie and then the game came out, these where my first real experiences with the d&d world, Baldur's Gate is very good for newcomers and Larian have a really nice community, always reading and giving what the players ask for, the most best first experience with crpg I could ever ask for
I got into the game and as I learned about the origin characters I started to love every single one of them, also got obsessed with Astarion. All the history, all the side character, the musics, mechanics, everything is just beautifully done!
And even when starting a new run with a new character I am still finding new things to explore in the game
An awesome game that I love everything about it with all my heart!",87.55,182,1,164,game beyond word think expressing good feel love get enough playing remember game launched watched movie game came first real experience world baldur gate good newcomer larian really nice community always reading giving player ask best first experience crpg could ever ask got game learned origin character started love every single one also got obsessed astarion history side character music mechanic everything beautifully done even starting new run new character still finding new thing explore game awesome game love everything heart
387,"one hell of an adventure, amazing game, amazing writing, amazing music, amazing art",147.48333333333332,0,1,13,one hell adventure amazing game amazing writing amazing music amazing art
388,great game spent 34685934953 hours worth it,68.8,157,1,7,great game spent hour worth
389,Rolled a natural 1 when I tried to exit the game,76.83333333333333,0,1,11,rolled natural tried exit game
390,"Incredible game and even better developers. Don't think, just buy. This is how video games SHOULD be made and released. 0 Microtransactions, a complete game, actually playable on release, and hours upon hours of anticipated entertainment either solo or with a group of friends. Also game's got cute elf girls man you can't argue it's not 10/10",11.083333333333334,988,1,57,incredible game even better developer think buy video game made released microtransactions complete game actually playable release hour upon hour anticipated entertainment either solo group friend also game got cute elf girl man argue
391,GAME OF THE YEAR 2023.,54.06666666666667,1120,1,5,game year
392,"I never played any DnD or Divinity Sin.

I dont even know what C stands in CRPG.

All I know its Iam in love with this game and nothing has been captivating me lately latest games have been W3 and Mass Effect and those were years ago.",21.85,501,1,47,never played dnd divinity sin dont even know stand crpg know iam love game nothing captivating lately latest game mass effect year ago
393,"A faithful return to a classic series/setting. Following on from their highly acclaimed DOS games, Larian have delivered an absolutely top tier product packed with content and engaging gameplay mechanics. The game's success speaks for itself amidst an industry obsessed with extracting money with every button click.",16.166666666666668,1106,1,47,faithful return classic series setting following highly acclaimed do game larian delivered absolutely top tier product packed content engaging gameplay mechanic game success speaks amidst industry obsessed extracting money every button click
394,"I have mixed feelings about BG3. The first part, Act 1, was fun and engaging, with varied choices and consequences. Unfortunately after that, the quality becomes a bit uneven. By Act 3, interactions are significantly reduced, even minimal, and some story lines become a little frayed. This was disappointing because Act 3 is the most interesting part of the game and is narratively the most important. 

Characters who are clearly dev favorites are given an inordinate amount of attention, whilst some other characters remain stuck with odd, disjunctive character development, or remain underdeveloped in Act 3. All in all, this game was promising but did not live up to the hype. 

Fantastic soundtrack and voice acting though.",477.7,0,0,117,mixed feeling bg first part act fun engaging varied choice consequence unfortunately quality becomes bit uneven act interaction significantly reduced even minimal story line become little frayed disappointing act interesting part game narratively important character clearly dev favorite given inordinate amount attention whilst character remain stuck odd disjunctive character development remain underdeveloped act game promising live hype fantastic soundtrack voice acting though
395,"Update after Patch 3.0: I told myself I would switch this review to recommend if I stopped finding new bugs every single day. Even after all the 3.0 bugfixes there are a million fucking broken things in this game. I want to recommend this game to anyone who has an interest in RPGs, and it would be one of my favorite games ever if, again, it fucking worked. 3.0 made the game a lot better but it looks like it still has months to go before you can complete a playthrough without running into a myriad of bugs that will break individual quests or entire storylines, not to mention the incredibly janky pathfinding and line of sight issues that make moment-to-moment gameplay a complete pain in the ass. Inventory management in this game is some of the worst I've seen in modern gaming and the recent patch somehow found a way to make it even worse.
At least they fixed the framerate and stability issues. 

It might seem like I'm making a big deal out of nothing, after all how much can I dislike the game after playing it for 150+ hours and saying it's one of my favorites? But I'm sick and tired of modern developers releasing horribly unfinished games, and once I've already given them my money (oops) the only means of recourse I have is leaving these negative reviews. 

If you have a job and work 40 hours a week, and then the game you play to have fun wastes your time with bugs that undo hours (or dozens of hours) of progress, I think you have a right to be pissed. I know I'm an old man shaking my fist at the clouds, but I remember back in the days of the N64 and Playstation 1 when bugs in games were things you found rarely, and were usually mostly visual. The worst thing you could find back then was a save getting corrupted, which really sucked but was something I encountered maybe once or twice in a whole generation of consoles. These days I can't go 30 minutes without finding something that doesn't work the way it's supposed to.

I want to remind everyone: the way that you turn one of the ""good developers"" like Larian into lazy cashgrabbing dickheads like Blizzard is by showering praise on them and saying ""shut up and take my money"" for a game that wasn't even close to being ready to leave early access. When devs figure out they can get tons of profit and prestige from releasing unfinished games, it creates financial incentive for them to cut corners and release an even less finished product for their next development cycle.",67.93333333333334,0,0,451,update patch told would switch review recommend stopped finding new bug every single day even bugfixes million fucking broken thing game want recommend game anyone interest rpgs would one favorite game ever fucking worked made game lot better look like still month go complete playthrough without running myriad bug break individual quest entire storyline mention incredibly janky pathfinding line sight issue make moment moment gameplay complete pain as inventory management game worst seen modern gaming recent patch somehow found way make even worse least fixed framerate stability issue might seem like making big deal nothing much dislike game playing hour saying one favorite sick tired modern developer releasing horribly unfinished game already given money oops mean recourse leaving negative review job work hour week game play fun waste time bug undo hour dozen hour progress think right pissed know old man shaking fist cloud remember back day playstation bug game thing found rarely usually mostly visual worst thing could find back save getting corrupted really sucked something encountered maybe twice whole generation console day go minute without finding something work way supposed want remind everyone way turn one good developer like larian lazy cashgrabbing dickhead like blizzard showering praise saying shut take money game even close ready leave early access devs figure get ton profit prestige releasing unfinished game creates financial incentive cut corner release even le finished product next development cycle
396,"Baldur's Gate 3 is story-rich with a lot of complex characters that create an insanely immersive experience.

This was my first time playing a turn-based game, and while at first it was a bit hard to adjust, it quickly became the new norm. The game and interface is easy to pick up once you're playing, and you'll quickly come to understand the game/game play as you go. On top of being my first turn-based game, it was also my first experience with the D&D concept, and I'm honestly hooked.

The graphics are beautiful, with an impressive attention to detail - I have played this game on all ultra settings continuously without any major issues (other than a bit of pc warmth), and it's been fantastic. The soundtrack is fitting to the game and works very well, and the narrator/voice actors have done their roles justice - a crowd favourite would be Astarion, whose character is continuously surprising me with his unsolicited wit.

One of the biggest highlights of this game has been the endless choices and consequences you'll face; it really does come down to the type of life you want to live in BG3, thank god for scum saves huh? I am now on my 3rd play through, and each time I've started up a character, I find new things to explore that I didn't see the first time, and having conversations with all sorts of characters that I didn't know existed. The romancing is like the cherry on top for me - I'm actively pursuing that mf bear scene.

If you're buying this game, be ready to spend hours crafting your perfect character and learning how to run rampant in the realm of Faerun - don't let the combat style put you off, this game is way too good for you not to try.

100/10. Game of the year, for sure.",249.81666666666666,100,1,313,baldur gate story rich lot complex character create insanely immersive experience first time playing turn based game first bit hard adjust quickly became new norm game interface easy pick playing quickly come understand game game play go top first turn based game also first experience concept honestly hooked graphic beautiful impressive attention detail played game ultra setting continuously without major issue bit pc warmth fantastic soundtrack fitting game work well narrator voice actor done role justice crowd favourite would astarion whose character continuously surprising unsolicited wit one biggest highlight game endless choice consequence face really come type life want live bg thank god scum save huh rd play time started character find new thing explore see first time conversation sort character know existed romancing like cherry top actively pursuing mf bear scene buying game ready spend hour crafting perfect character learning run rampant realm faerun let combat style put game way good try game year sure
397,Yes. Just...yes.,19.6,0,1,2,yes yes
398,"Why would you do this to me?

I HAVE A LIFE. THERE'S THINGS I NEED TO DO THIS YEAR.

THEY'RE NOT NEXT YEAR PROBLEMS. THEY'RE THIS YEAR PROBLEMS. I WANT TO DO SOMETHING ELSE.

... and I can't.

Put a fork in 2023 for gaming. BG3 just ended the conversation on PC.",36.53333333333333,7275,1,52,would life thing need year next year problem year problem want something else put fork gaming bg ended conversation pc
399,are yerrrr mer mermer?,201.66666666666666,213,1,4,yerrrr mer mermer
400,stop licking the damn thing,135.81666666666666,0,1,5,stop licking damn thing
401,astarion dating sim,180.93333333333334,0,1,3,astarion dating sim
402,why does this dating sim have so much combat,144.03333333333333,0,1,9,dating sim much combat
403,"---------------------------------
I haven't woken up in the morning looking forward to playing a game in a very long time. Engrossing, beautiful, surprising and complete. This game is the real deal and reminds us of what good game development is all about. A high bar had been set. Take heed, developers.",43.15,284,1,50,woken morning looking forward playing game long time engrossing beautiful surprising complete game real deal reminds u good game development high bar set take heed developer
404,"So yes it's amazing, just get it if you enjoy Fantasy RPGs.
But best game ever?
Right so I'm not going to sing it's praises, as everyone else has done this job.
I am going to list how it could have been better, and why it's maybe not the best game ever. Because I can:
1) Level Cap Limitations. Yes I've read the guff online of people defending the limit of 12, but they could easily have allowed you to level up to 15-16, without ruining the enjoyment of the game. Once you are in act 3 and you hit 12, you still have loads to do. Although I found most fights fun at 12, a few more levels, would have stopped me having to do a bit of cheese (and this was only on balanced mode, mind). If there are certain overpowered spells, remove or nerf them. They have basically done this already anyway. Dispel Magic anyone?
2) Inventory and Storage system. It's such a faff, yes I've seen worse, but I've also seen better. One chest for storage in your camp with limited sort options. No stacking of the same items, so many dagger slots!
3) The Aggro is too random. In the Goblin camp, you get into it with one group. Every Goblin in the world turns on you. In a prison you break someone out, kill all the guards and you are flirting with their colleagues at the top of the stairs, whilst the escaped prisoner is stood next to you. As the Goblin Camp is your first experience. It restricts experimentation, as you try and avoid combat in situations that are valid options, as you expect every man and their dog to turn on you.
4) It's too woke. Only joking. I thought it was fine, you snowflakes.",115.85,0,1,303,yes amazing get enjoy fantasy rpgs best game ever right going sing praise everyone else done job going list could better maybe best game ever level cap limitation yes read guff online people defending limit could easily allowed level without ruining enjoyment game act hit still load although found fight fun level would stopped bit cheese balanced mode mind certain overpowered spell remove nerf basically done already anyway dispel magic anyone inventory storage system faff yes seen worse also seen better one chest storage camp limited sort option stacking item many dagger slot aggro random goblin camp get one group every goblin world turn prison break someone kill guard flirting colleague top stair whilst escaped prisoner stood next goblin camp first experience restricts experimentation try avoid combat situation valid option expect every man dog turn woke joking thought fine snowflake
405,"PROS -

Karlach.


CONS -


",216.96666666666667,0,1,5,pro karlach con
406,"Simply amazing game. I don't care about explaining cons of the game, it has some, whatever. Did my first playthrough on tactician, dark urge is the best character, chaotic evil all the way. Play it through all 3 acts with side content or don't even touch it. And i'm gonna play more, bye!",221.95,304,1,53,simply amazing game care explaining con game whatever first playthrough tactician dark urge best character chaotic evil way play act side content even touch gon na play bye
407,"ACT III definitely needs more work, in terms of making more of the inner city available for exploration, missions and character interactions. 

My companions wishlist for main story campaign other than existing ones:

- True soul Nere
- Hobgoblins! (like Dror Ragzlin or even Blurg from the underdark)
- Goblin war bosses, warlocks, ones who can summon, giant spiders, wargs, 
- would love a feature which allows to summon a minotaur (once per short/long rest) either as a barbarian or ranger, or goblins
- having non-romancable companions like sassy dark humored dwarfs, gnomes, or any other stoic character from another race would've been amazing addition to the gameplay

But all in all, i f***** love this game! 

Larian Studios definitely deserve the love they are receiving from the gaming community right now! The voice actors are just brilliant in their performances, characters are relatable in their personal motives, except romancing them seems a bit too forced sometimes tbh. 



",265.98333333333335,185,1,158,act iii definitely need work term making inner city available exploration mission character interaction companion wishlist main story campaign existing one true soul nere hobgoblin like dror ragzlin even blurg underdark goblin war boss warlock one summon giant spider wargs would love feature allows summon minotaur per short long rest either barbarian ranger goblin non romancable companion like sassy dark humored dwarf gnome stoic character another race would amazing addition gameplay love game larian studio definitely deserve love receiving gaming community right voice actor brilliant performance character relatable personal motif except romancing seems bit forced sometimes tbh
408,Maybe the Baldur's Gate is the friends we made along the way.,8.066666666666666,329,1,12,maybe baldur gate friend made along way
409,"Act 1 is great, act 2 gets shaky at times but enjoyable, act 3 is riddled with bugs two different bosses had their ai break and just stand still for 30 sec before ending their turns. I tried reloading 4 time, relaunching the game, different dialogues options to no effect.

The actual ending is probably the worst narrative decisions I have seen in a long time.
If you play this just blow everything up at the end of act 2 you will save yourself ffrom disapointment.",132.9,213,0,86,act great act get shaky time enjoyable act riddled bug two different boss ai break stand still sec ending turn tried reloading time relaunching game different dialogue option effect actual ending probably worst narrative decision seen long time play blow everything end act save ffrom disapointment
410,12/10 would Baldur again,63.6,254,1,4,would baldur
411,Finally a great game that actually works and isn't trying to rob me.,9.116666666666667,0,1,13,finally great game actually work trying rob
412,Are you ready for Baldur's Gate 3? Cause I am!,65.05,0,1,10,ready baldur gate cause
413,"Went to see a goblin lady about getting brain surgery.  She cast a sleeping spell on me and threw me in jail instead of doing the surgery.  Used acrobatics skill to dislocate my wrist and get out of my chains.  Noticed the floor of my cell had cracked blocks.  Smacked the floor until I fell through it, ended up in an even worse part of the place's dungeon where they keep giant spiders.  Used my speak to animals spell and my deception skills to convince the spiders I was poisonous so they wouldn't eat me.  Can't find a good way out of the dungeon, remember I have a potion of flying.  Use it to fly out of the spider pit to meet back up with my friends.  Proceed to slaughter all the goblins in the fortress.  10/10",43.95,0,1,137,went see goblin lady getting brain surgery cast sleeping spell threw jail instead surgery used acrobatics skill dislocate wrist get chain noticed floor cell cracked block smacked floor fell ended even worse part place dungeon keep giant spider used speak animal spell deception skill convince spider poisonous eat find good way dungeon remember potion flying use fly spider pit meet back friend proceed slaughter goblin fortress
414,"Probably there is no one reading the reviews to decide if to get it or not for the time being. Game is fantastic. It is so flexible on decisions. It makes you curios what will happen next. And then eventually you will do scum saving to see all of the possible choices. This is the best game you could buy right now.

GOTY",159.83333333333334,506,1,63,probably one reading review decide get time game fantastic flexible decision make curio happen next eventually scum saving see possible choice best game could buy right goty
415,"I've bought this game for 4 other people and will continue to buy it for others. Not only is this game absolutely beautiful and wonderfully fun, but it's also packed with so much story, detail, and replay-ability that I can see myself easily putting over 500 hours into this. I love the options for multiplayer, incredible character design, and don't get me started on the talented voice acting.
We should all support Larian Studios for putting out a highly polished, finished game with no micro-transactions.
One thing I would love to see in the future is more character design options, but that's just a personal thing. Stuff like body tattoos, more hair, piercings, make-up options, etc. And also because I suck at modding (':",122.41666666666667,139,1,124,bought game people continue buy others game absolutely beautiful wonderfully fun also packed much story detail replay ability see easily putting hour love option multiplayer incredible character design get started talented voice acting support larian studio putting highly polished finished game micro transaction one thing would love see future character design option personal thing stuff like body tattoo hair piercings make option etc also suck modding
416,"*buys the game to talk with pretty boys and girlies* :))))
*discovers I actually have to think and strategize for the combat* :((((",150.36666666666667,335,1,23,buy game talk pretty boy girlies discovers actually think strategize combat
417,GOAT Game,177.31666666666666,420,1,2,goat game
418,i skipped therapy today so that i could experience astarion's immaculate rizz. i can fix him.,66.48333333333333,0,1,16,skipped therapy today could experience astarion immaculate rizz fix
419,Best RPG in decades.,71.25,816,1,4,best rpg decade
420,sex,1.4333333333333333,530,1,1,sex
421,"It's a good game.  Typical, top down, isometric, tactical RPG.  There's nothing really revolutionary here.  The story is okay so far, but I'm not seeing any justification for the drooling media praise.  If you liked Divinity: Original Sin 1 & 2, then this is a no-brainer, it's the next step in the progressive improvement of that game type.  It is, essentially, however, a very similar game.  Tack on the Forgotten Realms for D&D fans.  It's D:OS 3 with asset swapping.  It's not bad in the least.  It's a good game, maybe even a very good game, but it's not the best thing since sliced bread and doesn't really offer anything new and revolutionary.  The writing is passable to very good.  The romance is ridiculous.  Every NPC companion is flexible to accommodate your character's gender, which is a kind of cheap way of handling things.  But, I guess necessary because, despite the class service provided for unique plays of each class, there's very little replayability in this long (if you don't rush through and really play it like a PnP) story.  Working through the first act, having down most of it in EA, is already a bit of a slog.  So, no, I can't imagine playing more than once unless it's years later.",42.483333333333334,7752,1,212,good game typical top isometric tactical rpg nothing really revolutionary story okay far seeing justification drooling medium praise liked divinity original sin brainer next step progressive improvement game type essentially however similar game tack forgotten realm fan o asset swapping bad least good game maybe even good game best thing since sliced bread really offer anything new revolutionary writing passable good romance ridiculous every npc companion flexible accommodate character gender kind cheap way handling thing guess necessary despite class service provided unique play class little replayability long rush really play like pnp story working first act ea already bit slog imagine playing unless year later
422,very good game not gonna lie,64.85,359,1,6,good game gon na lie
423,"I waited 3 years. Avoided all spoilers. Videos.

Wow. Just, wow. 

Larian Studios. NEVER STOP.

If you get the chance to read this. Just get the F**King game. 

Now.",6.233333333333333,0,1,29,waited year avoided spoiler video wow wow larian studio never stop get chance read get king game
424,"The best game that I have played this year. The best game I have played in years. Of course all of this will be subjective, but the fact that I have put 170 hours into my first play-through and am already primed to go again, with no fatigue toward the game speaks volumes.

Pros:

1) An amazing, gripping story both mainline and side. You will be engrossed, you will be intrigued, you will laugh and you will feel sorrow.

2) Beautifully made characters who are unique, interesting and play off of each other. You will develop a connection and fondness toward them as you journey with them through the game.

3) Varied and robust turn-based gameplay. There is so much to do and so much experimentation that can be done with each of the classes. It's amazing.

4) Gorgeous graphics. When in conversation with characters, one can't help but look in awe at how wonderfully crafted they are, especially classes like Tieflings and Dragonborns.

Cons:

1) This may be a bit daunting for new players who do not know much about D&D combat. It's reasonably easy to pick up though, so don't give up if you feel a bit lost at the start.

2) That's it. That's all folks!

Note:

To truly enjoy everything this game has to offer, you will have to take your time with it. There is much to see, many little things to hear, sometimes even from the humble random NPC. Take your time, immerse yourself and enjoy the wonder that is Baldur's Gate 3.",170.25,0,1,259,best game played year best game played year course subjective fact put hour first play already primed go fatigue toward game speaks volume pro amazing gripping story mainline side engrossed intrigued laugh feel sorrow beautifully made character unique interesting play develop connection fondness toward journey game varied robust turn based gameplay much much experimentation done class amazing gorgeous graphic conversation character one help look awe wonderfully crafted especially class like tieflings dragonborns con may bit daunting new player know much combat reasonably easy pick though give feel bit lost start folk note truly enjoy everything game offer take time much see many little thing hear sometimes even humble random npc take time immerse enjoy wonder baldur gate
425,2023 GOTY LET'S GOOOOOOOO,273.0,94,1,4,goty let goooooooo
426,epic,76.15,0,1,1,epic
427,"I will leave this cat here, so that everybody who passes by can pet it and give it a thumbs up and awards
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)",63.43333333333333,371,1,46,leave cat everybody pass pet give thumb award
428,"I've played this game for over 180 hours now, starting four runs and only just completing one of them because I had to see what was possible. Because I needed to see alternate paths. Because I got new ideas.

Baldur's Gate 3 is not a perfect game, which is what everyone seems to focus on, but more importantly than perfect: it's damn good.

Sure, it has bugs. Any game of this complexity is always going to have bugs, but the developers have been on them from week one of release, not hiding and then releasing piddling patches months later like some lesser studios that are ostensibly ""AAA,"" and the bugs are mostly oddities and glitches, very few have been actual showstoppers.

Gameplay-wise it's probably the best D&D has ever been in a videogame, which is very much down to Larian twisting D&D until it creaks, mangling it as much as is possible without violating their contract to make it fun. I'm actually sad it's a D&D game, because everything I disliked about the game mechanically is from D&D, and Larian's previous game, Original Sin 2, lacked more of less all of these things. So I wish Larian had been given a freer hand to retain the aesthetics and conventions of D&D while tossing out the mechanics no one actually likes, like saving throws.

Story-wise, it's a very nice follow-up to the original Baldur's Gates, yeah, there are some connections but Larian are doing their own thing. It's also the first game in a long time well written enough that I felt bad about being evil. I got a genuine sense that I was betraying *people* and not just *data.* And considering how I've treated NPC's in many other games... that's a pretty high bar. It also has some of the most (intentionally) funny moments in a game ever, the comedy writing is superb. Light comedy, slice of life comedy, dark comedy, gallows humour... it helps the world come alive and make the characters feel like real characters.

Oh, and the game is absolutely woke. It's super-woke. If that scares you then go play a worse game because I don't want to see you crying on social media that dudes are allowed to kiss and you can choose your pronouns. Hell yeah Larian.

Also, the soundtrack absolutely rules. It sets the scene, it amplifies emotional punch, it makes intense battles even more fun.

My one... my ONE wish for the inevitable Larian Director's Cut, like we got for Original Sin is... dear God do we need more vocal boss battle themes. There's one in the game (no details because they'd be spoilers) and it was breathtaking. Turn the whole game into a musical. I wanna hear Auntie Ethel sing, I want to hear Karlach belt out a shanty, [i]make Astarion and Gale do a free-style rap[/i], go wild. 

I'd also like slightly higher difficulty. In DOS1 and DOS2, the Tactician modes put my balls through the wringer, in BG3, yeah, it was harder, but... it lacked that feeling of masochism. That feeling like I had to be borderline cheating to make my way through. Come on Larian. Hurt me harder. Make me cry. Make me swear. Make me spit blood after the game punches me in the face and calls me a loser dweeb. Make me throw my mouse against the wall hard enough to leave a dent, then come back two minutes later and furiously take another swing at the fight with a new idea. I want to suffer more.

But, ahem, yes, good game, worth your time, get the soundtrack.",183.16666666666666,926,1,601,played game hour starting four run completing one see possible needed see alternate path got new idea baldur gate perfect game everyone seems focus importantly perfect damn good sure bug game complexity always going bug developer week one release hiding releasing piddling patch month later like lesser studio ostensibly aaa bug mostly oddity glitch actual showstopper gameplay wise probably best ever videogame much larian twisting creak mangling much possible without violating contract make fun actually sad game everything disliked game mechanically larian previous game original sin lacked le thing wish larian given freer hand retain aesthetic convention tossing mechanic one actually like like saving throw story wise nice follow original baldur gate yeah connection larian thing also first game long time well written enough felt bad evil got genuine sense betraying people data considering treated npc many game pretty high bar also intentionally funny moment game ever comedy writing superb light comedy slice life comedy dark comedy gallows humour help world come alive make character feel like real character oh game absolutely woke super woke scare go play worse game want see cry social medium dude allowed kiss choose pronoun hell yeah larian also soundtrack absolutely rule set scene amplifies emotional punch make intense battle even fun one one wish inevitable larian director cut like got original sin dear god need vocal bos battle theme one game detail spoiler breathtaking turn whole game musical wan na hear auntie ethel sing want hear karlach belt shanty make astarion gale free style rap go wild also like slightly higher difficulty do do tactician mode put ball wringer bg yeah harder lacked feeling masochism feeling like borderline cheating make way come larian hurt harder make cry make swear make spit blood game punch face call loser dweeb make throw mouse wall hard enough leave dent come back two minute later furiously take another swing fight new idea want suffer ahem yes good game worth time get soundtrack
